n,time elapsed (ms)
1571,30.3629
1572,30.6341
1573,30.623
1574,30.5457
1575,30.6582
1576,30.5901
1577,30.7611
1578,30.7887
1579,31.0356
1580,31.1818
1581,30.9589
1582,30.8303
1583,30.7953
1584,30.7919
1585,31.2017
1586,31.1884
1587,31.2415
1588,31.1796
1589,31.1729
1590,31.1834
1591,31.096
1592,31.2437
1593,31.1347
1594,31.1678
1595,31.1909
1596,31.2052
1597,31.474
1598,31.3373
1599,34.7764
1600,32.1417
1601,32.1604
1602,32.1514
1603,32.2283
1604,31.8339
1605,32.1078
1606,31.8334
1607,32.0413
1608,31.8746
1609,31.7925
1610,31.8007
1611,31.8429
1612,32.129
1613,32.1912
1614,32.1683
1615,31.9707
1616,31.9794
1617,32.179
1618,32.0688
1619,32.0674
1620,32.0753
1621,32.0805
1622,32.1046
1623,32.148
1624,32.4468
1625,32.2636
1626,32.2571
1627,32.3977
1628,32.5807
1629,32.3806
1630,39.9287
1631,32.96
1632,33.0592
1633,32.6829
1634,32.6729
1635,33.3951
1636,32.9502
1637,32.8888
1638,32.952
1639,33.3775
1640,33.0471
1641,33.1702
1642,33.1087
1643,33.2266
1644,33.5903
1645,33.2321
1646,33.1651
1647,33.0582
1648,33.2155
1649,33.2376
1650,33.2072
1651,33.2823
1652,33.2521
1653,33.3172
1654,33.4064
1655,33.3521
1656,33.5423
1657,33.4976
1658,33.5268
1659,41.2879
1660,34.4466
1661,34.4082
1662,34.3449
1663,34.349
1664,34.4756
1665,34.5207
1666,34.7803
1667,34.9471
1668,35.1913
1669,34.8864
1670,34.6627
1671,34.5729
1672,34.4408
1673,34.3116
1674,34.8151
1675,34.5135
1676,34.6291
1677,34.6116
1678,34.3864
1679,34.4098
1680,34.4327
1681,34.4745
1682,34.5852
1683,34.6123
1684,34.6257
1685,34.7874
1686,34.6676
1687,34.8688
1688,40.7422
1689,35.3118
1690,35.2466
1691,35.2009
1692,35.0414
1693,35.2734
1694,35.045
1695,35.068
1696,35.0334
1697,35.0457
1698,35.1445
1699,35.1845
1700,35.1629
1701,35.1497
1702,35.1843
1703,35.5259
1704,35.6606
1705,35.7208
1706,35.5858
1707,35.5342
1708,35.5481
1709,35.6015
1710,35.639
1711,35.6269
1712,35.66
1713,35.7337
1714,35.876
1715,38.7086
1716,36.8884
1717,36.8747
1718,36.721
1719,36.6916
1720,36.4326
1721,36.4275
1722,36.3141
1723,36.1738
1724,36.2498
1725,36.2596
1726,36.5505
1727,36.4461
1728,36.372
1729,36.3461
1730,36.3712
1731,36.4645
1732,37.3514
1733,37.1594
1734,36.8423
1735,36.8296
1736,36.8327
1737,36.8698
1738,36.8312
1739,36.7894
1740,36.788
1741,36.8003
1742,45.4242
1743,37.4357
1744,37.1925
1745,37.0559
1746,36.9899
1747,37.0997
1748,37.1868
1749,37.1165
1750,37.273
1751,37.374
1752,37.3608
1753,37.4567
1754,37.3976
1755,37.4256
1756,37.4501
1757,37.4923
1758,37.5746
1759,38.7985
1760,38.5962
1761,38.1359
1762,37.989
1763,37.8644
1764,37.8341
1765,37.7962
1766,37.817
1767,37.8144
1768,41.5833
1769,38.6584
1770,38.7345
1771,38.8017
1772,38.8621
1773,39.0252
1774,39.0957
1775,39.477
1776,39.6241
1777,39.6994
1778,39.8744
1779,39.5168
1780,39.2512
1781,39.0189
1782,38.8498
1783,38.6597
1784,39.0942
1785,39.1695
1786,39.3394
1787,39.1039
1788,39.173
1789,39.1248
1790,39.2517
1791,39.0955
1792,39.138
1793,39.4948
1794,45.6104
1795,39.5235
1796,39.5196
1797,39.2863
1798,39.2177
1799,39.2284
1800,39.2569
1801,39.2689
1802,39.2979
1803,39.5925
1804,39.5465
1805,39.5944
1806,39.6738
1807,39.4711
1808,39.5425
1809,39.7355
1810,39.8635
1811,40.0142
1812,40.3344
1813,40.0599
1814,40.0064
1815,40.1631
1816,40.0078
1817,40.3034
1818,46.1529
1819,41.3406
1820,41.5358
1821,41.2211
1822,40.82
1823,40.693
1824,40.6054
1825,40.6168
1826,40.5127
1827,40.5995
1828,40.6324
1829,40.5601
1830,40.6608
1831,40.6394
1832,40.863
1833,40.8345
1834,40.9025
1835,41.0487
1836,41.0963
1837,41.4952
1838,41.1984
1839,41.2891
1840,41.0866
1841,41.2033
1842,41.0992
1843,44.8044
1844,41.691
1845,41.3907
1846,41.3203
1847,41.395
1848,41.3772
1849,41.3995
1850,41.3469
1851,41.4388
1852,41.7224
1853,41.6667
1854,41.6324
1855,41.5926
1856,41.62
1857,42.1735
1858,41.9458
1859,42.183
1860,42.192
1861,42.0597
1862,42.5132
1863,42.1694
1864,42.1188
1865,42.171
1866,49.8553
1867,42.7838
1868,42.4271
1869,42.8244
1870,42.6309
1871,42.4385
1872,42.6195
1873,42.4266
1874,42.5091
1875,42.5884
1876,42.5828
1877,42.5599
1878,42.6523
1879,42.6135
1880,42.5916
